author_id,scholarly_output,citations_per_pub,most_recent_pub,citations,FWCI,h_index,FW_output_in_top,oldest_pub
6603082826,18,9.1,2018,163,0.41,11,0,1996
6603083312,28,8,2022,224,2.02,9,5,1996
6603084203,2,4.5,2016,9,0.06,3,0,2003
6603084479,1,6,2014,6,0.56,1,0,2014
6603084712,6,13.5,2021,81,0.66,17,0,1996
6603085866,1,32,2012,32,1.17,21,1,1998
6603088516,14,51.7,2014,724,1.94,42,12,2006
6603090272,23,12,2022,275,0.94,15,4,2004
6603092199,1,42,2013,42,2.11,37,0,2013
6603092424,1,28,2015,28,1.96,12,0,2015
6603096237,9,6,2020,54,0.38,8,0,2009
6603097209,10,115.9,2022,1159,3.71,32,23,2001
6603098907,3,0.7,2022,2,0.09,14,0,2019
6603100201,4,5.5,2021,22,1.51,5,3,2008
6603101733,2,60.5,2012,121,1.46,21,2,2002
6603102066,3,32.3,2020,97,3.03,30,3,2019
6603104838,6,9.3,2022,56,0.89,16,1,2002
6603107767,9,27.8,2021,250,1.5,9,3,2003
6603107951,2,1,2022,2,0,2,0,2003
6603108771,2,3,2019,6,0.31,6,0,1997
6603110573,37,12.4,2022,459,1.16,18,2,2002
6603111152,2,1.5,2018,3,0.12,3,0,2004
6603112765,14,31.4,2019,439,1.17,13,1,2012
6603113148,16,3.4,2021,54,0.29,12,2,2008
6603113526,3,3.3,2013,10,0.74,11,0,2007
6603113878,4,11.5,2013,46,0.36,8,1,1996
6603116427,6,3,2022,18,0.59,13,0,2018
6603116589,29,7.6,2022,220,0.58,11,0,2003
6603116628,12,12.7,2022,152,0.66,11,1,1996
6603117086,3,4,2022,12,0.23,11,0,1996
6603117439,6,3,2022,18,0.3,6,0,1999
6603118309,3,61.7,2015,185,1.85,23,1,2014
6603119009,2,7,2017,14,0.41,6,0,1996
6603119701,10,14.3,2020,143,0.98,15,1,1998
6603121422,22,6.3,2022,139,0.4,16,1,1996
6603121679,20,9.2,2022,184,0.81,15,1,1996
6603123706,1,3,2014,3,0.72,12,0,2014
6603125702,38,8.8,2021,335,0.91,20,3,1997
6603126083,1,3,2019,3,0.28,28,0,2019
6603127332,59,18.9,2022,1118,0.95,26,9,1999
6603129619,5,16.6,2017,83,1.08,15,0,2006
6603132143,20,10.1,2021,202,0.75,14,1,1999
6603133115,1,3,2015,3,2.22,18,0,2000
6603133566,7,1.3,2022,9,0.49,11,1,2001
6603134600,1,0,2014,0,0,4,0,2014
6603135254,1,12,2012,12,1.22,5,0,1999
6603136232,1,24,2020,24,2.9,32,1,2020
6603136560,2,8,2015,16,0.92,13,0,2010
6603140097,2,91.5,2014,183,2.84,16,3,2000
6603140569,1,5,2021,5,2.18,29,0,2006
6603140933,73,9.2,2022,674,0.86,20,6,1997
6603140942,1,0,2017,0,0,10,0,2017
6603140960,2,16.5,2013,33,0.64,10,0,2000
6603141386,22,8.1,2022,179,0.64,10,2,2000
6603141946,25,2.6,2022,66,0.58,9,5,2002
6603142647,1,0,2013,0,0,9,1,1996
6603142752,2,10.5,2020,21,0.42,13,0,2014
6603143623,41,5.2,2021,212,0.63,11,8,2001
6603145518,4,5.5,2016,22,0.11,14,1,1996
6603145533,1,33,2014,33,1.16,21,3,2004
6603145533,1,33,2014,33,1.16,21,3,2004
6603146744,7,2.1,2021,15,0.27,4,0,1998
6603150815,5,2.8,2019,14,0.23,5,0,2000
6603150876,14,8.8,2022,123,1.33,10,1,1998
6603152581,11,8,2022,88,0.54,8,0,2005
6603152961,18,9.3,2022,168,0.7,14,2,2002
6603153343,4,14.8,2017,59,0.94,11,1,1996
6603153420,9,7,2021,63,0.22,11,0,2008
6603153617,5,8,2020,40,0.47,12,0,1998
6603154057,1,7,2015,7,0.27,9,0,2015
6603154971,1,0,2013,0,0,19,0,2005
6603158369,1,17,2016,17,2.66,4,1,2016
6603158792,4,5.5,2021,22,1.61,5,1,2004
6603159506,12,4.8,2022,58,0.37,9,0,1998
6603161034,63,19.8,2022,1249,1.04,22,7,1999
6603164478,33,14.1,2022,466,1.01,29,5,1997
6603164637,15,8.5,2022,128,0.99,14,2,1996
6603165031,11,6.3,2019,69,0.39,10,1,1996
6603166081,45,7.6,2022,340,0.44,23,2,2001
6603166289,14,16.2,2022,227,0.94,17,1,2014
6603166648,20,3.4,2022,68,0.37,10,0,1999
6603167240,5,12.8,2022,64,0.62,15,0,1996
6603168942,1,0,2017,0,0,12,0,2017
6603170922,2,1.5,2022,3,0.13,18,1,1999
6603171177,9,16.6,2021,149,1.3,12,1,1996
6603174319,3,3,2015,9,0.04,3,0,2000
6603178354,16,1.5,2022,24,0.08,3,0,1996
6603178531,2,12.5,2018,25,1.06,14,3,2000
6603180821,19,5.7,2021,109,0.49,15,1,1997
6603182344,17,15.8,2021,268,0.93,17,1,2012
6603183231,1,24,2020,24,2.9,52,1,2020
6603184009,49,6.8,2022,334,0.49,20,2,1998
6603187638,1,1,2020,1,0.14,6,0,1996
6603189701,61,8,2022,486,2.05,16,8,2004
6603190347,7,0,2014,0,0,17,0,2011
6603190452,1,0,2012,0,0,8,0,2008
6603190483,8,3.6,2019,29,0.29,9,2,1996
6603190904,2,0.5,2017,1,0.2,8,3,1997
6603191612,16,5.8,2021,93,0.49,7,0,2008
6603191885,50,41.9,2022,2094,2.36,53,43,2003
6603193181,1,13,2015,13,0.92,17,0,2015
6603197011,3,8.7,2018,26,0.24,19,0,2013
6603201202,43,16.2,2022,696,1.02,30,5,2003
6603202287,1,0,2019,0,0,2,0,2019
6603202581,1,104,2014,104,3.86,9,1,2002
6603204415,1,0,2022,0,0,3,0,2022
6603204449,1,1,2012,1,0,8,1,1996
6603206510,29,12.7,2021,368,0.72,16,2,1996
6603206585,1,24,2020,24,2.9,20,1,2020
6603206585,1,24,2020,24,2.9,20,1,2020
6603206835,2,4,2015,8,0.81,9,0,1997
6603207091,12,4.5,2022,54,0.34,6,0,1996
6603208572,18,4,2020,72,0.47,13,0,1998
6603210716,5,0.6,2020,3,0.07,9,0,2015
6603211884,11,3.5,2022,38,0.25,13,1,1996
6603219153,9,7.9,2019,71,0.43,6,0,2004
6603221815,35,5.9,2022,207,0.46,19,1,1996
6603222668,3,5.7,2020,17,0.19,13,0,1997
6603223104,31,22.3,2022,690,1.21,31,15,1997
6603226438,2,27,2013,54,0.77,21,1,1999
6603228891,1,25,2013,25,1.27,4,0,2013
6603229195,1,2,2012,2,0.28,16,0,2012
6603230268,12,6.9,2021,83,0.75,13,1,1996
6603230954,29,17.8,2022,516,0.94,25,3,2001
6603230954,1,1,2021,1,2.02,25,0,2006
6603233071,3,26.3,2013,79,1.34,36,15,2008
6603235655,25,4.4,2021,110,0.27,13,0,1998
6603240125,9,4.2,2021,38,0.27,8,0,1999
6603240751,21,5.5,2021,115,0.49,9,0,1999
6603240831,1,1,2016,1,0,2,0,1998
6603243744,1,1,2014,1,0,2,0,2014
6603243966,10,9.6,2021,96,0.59,12,2,1997
6603245162,6,4.2,2021,25,0.43,11,0,1996
6603245185,7,185.3,2021,1297,9.46,8,1,1996
6603245553,16,5.7,2022,91,0.35,10,0,1997
6603247474,18,1.4,2022,25,0.4,4,0,2006
6603251311,16,8.6,2022,137,0.35,10,0,2001
6603251516,6,27.3,2021,164,4.15,17,11,2005
6603251516,1,0,2020,0,0,17,0,2020
6603251773,1,2,2021,2,1.32,11,0,2021
6603252009,1,11,2013,11,0.74,14,0,2013
6603252009,25,8.2,2022,206,0.57,14,0,1998
6603252038,3,5.3,2018,16,0.29,14,1,1996
6603252893,13,4.7,2022,61,0.36,9,0,1997
6603255117,70,17,2022,1189,1.1,35,14,1998
6603255698,31,7.2,2021,222,0.44,18,3,1996
6603257048,25,5.3,2022,133,0.31,10,0,1997
6603257393,2,20,2019,40,1.9,15,2,1999
6603259752,1,2,2017,2,0.17,7,0,1997
6603265505,1,15,2014,15,0.56,23,0,2014
6603265837,1,1,2018,1,0,13,1,1996
6603266774,1,5,2021,5,14.11,47,1,2021
6603266994,35,17.8,2022,622,1.88,24,7,2006
6603268197,10,23.1,2022,231,1.26,11,2,1997
6603269228,1,4,2013,4,0,1,0,2013
6603269399,1,9,2014,9,1.08,8,0,1996
6603269599,8,10,2022,80,0.52,13,0,1996
6603270795,2,0.5,2018,1,0.15,1,0,2001
6603272114,1,0,2018,0,0,5,0,2000
6603272503,50,9.6,2022,478,0.47,21,1,1996
6603272651,33,22.4,2022,740,1.34,21,5,2000
6603272728,8,14.3,2019,114,0.49,4,0,2001
6603273710,37,7.1,2022,262,0.96,20,4,1998
6603273718,34,7.7,2022,261,0.53,17,1,1998
6603274598,8,1.6,2022,13,0.41,9,0,1996
6603276660,40,12.3,2022,491,0.75,24,8,1996
6603277842,2,1.5,2015,3,0.12,5,0,1996
6603278277,8,36.6,2022,293,1,15,1,2000
6603278971,1,0,2018,0,0,14,0,2018
6603280422,32,5.7,2022,183,1.13,13,1,2008
6603280486,11,12.4,2021,136,0.57,13,1,1998
6603280488,21,4.9,2022,103,0.55,17,0,1996
6603283423,1,62,2012,62,2.81,12,2,1996
6603285627,3,1,2021,3,0.09,9,0,2019
6603286727,20,24,2022,479,1.28,22,9,2006
6603289844,4,10.5,2017,42,0.41,14,0,2014
6603290875,1,9,2013,9,0.27,8,0,2003
6603291517,7,7.7,2022,54,0.34,18,3,1998
6603292745,13,9.8,2019,127,0.51,9,0,1997
6603293758,5,0.2,2019,1,0.02,5,0,2014
6603300509,6,5.2,2021,31,0.72,7,1,2004
6603303251,7,12.9,2020,90,0.86,16,1,1996
6603306490,1,49,2012,49,1.45,9,0,2012
6603306767,9,6.1,2021,55,0.38,24,2,2006
6603307633,20,13,2022,259,0.72,18,4,1996
6603310249,19,3.9,2022,74,0.46,11,3,2000
6603311713,2,0,2020,0,0,10,0,2001
6603314774,6,6.2,2020,37,0.53,8,0,1996
6603315582,2,9.5,2021,19,0.46,2,0,2004
6603315839,1,3,2017,3,0.43,8,0,1996
6603320254,1,1,2015,1,0,12,0,2015
6603322411,1,2,2013,2,1.83,2,0,2005
6603323121,1,4,2013,4,0.9,2,0,2013
6603324366,2,6,2020,12,0.43,27,4,1999
6603328095,1,20,2017,20,0.54,4,0,2017
6603329152,13,11.1,2019,144,0.6,12,3,2001
6603330215,6,3,2021,18,0.57,6,0,2018
6603331960,20,17.7,2022,354,1.35,13,5,1996
6603332718,2,2.5,2015,5,0.17,5,0,1998
6603333039,20,6.3,2021,125,0.42,11,0,1996
6603333178,17,9.8,2022,167,0.49,16,0,1998
6603333294,10,4.4,2022,44,1.08,7,1,2015
6603333676,24,65.4,2018,1570,2.34,31,16,2006
6603334821,13,12.1,2021,157,1.03,8,1,2011
6603335545,6,2.8,2022,17,0.23,9,0,1996
6603336201,21,5.8,2022,121,0.37,14,1,2006
6603338505,26,11.9,2022,309,0.9,14,2,1996
6603338877,4,2.3,2020,9,0.16,3,0,2012
6603340707,11,3.5,2015,39,0.32,13,0,2014
6603346656,2,3,2013,6,0.45,1,0,2002
6603348896,1,25,2015,25,1.15,13,0,2015
6603353041,8,8.8,2022,70,0.67,21,1,1998
6603353668,30,9,2022,269,0.56,17,2,1996
6603355967,3,27.7,2022,83,1.93,31,1,2006
6603357163,53,19.6,2022,1041,1.05,22,6,2000
6603360434,3,20,2017,60,1.31,10,2,1999
6603364523,5,5.6,2019,28,1.06,8,2,1998
6603365829,26,8.2,2021,214,0.44,11,0,1998
6603366211,1,13,2012,13,2.79,27,1,2012
6603366576,1,45,2020,45,4.3,5,1,1998
6603367842,1,0,2017,0,0,8,0,1997
6603368607,1,6,2012,6,0.17,6,1,1996
6603369508,1,24,2020,24,2.9,13,1,2020
6603372746,3,2.3,2021,7,0.36,9,0,2007
6603372931,3,32,2015,96,0.85,4,0,2009
6603374633,1,49,2012,49,1.46,14,0,2012
6603377272,1,0,2020,0,0,0,0,2020
6603378839,26,73.8,2022,1918,2.83,22,5,1996
6603380057,12,14.9,2022,179,0.56,9,1,2006
6603380388,3,2.7,2020,8,0.21,8,1,1996
6603382128,7,6.6,2020,46,0.49,10,1,1998
6603382598,3,18.7,2012,56,0.49,16,2,1996
6603385206,1,3,2012,3,0,4,0,1997
6603385591,52,7,2022,365,0.65,23,3,2016
6603385622,19,16.9,2020,322,1.14,13,3,2012
6603386138,6,3.7,2022,22,0.14,10,0,2009
6603386882,1,0,2014,0,0,20,0,2003
6603389367,1,24,2020,24,2.9,30,1,2020
6603389367,1,24,2020,24,2.9,30,1,2020
6603389462,4,9.5,2017,38,0.51,26,1,1996
6603390179,3,0.7,2018,2,0.06,9,0,2017
6603390274,13,1.6,2022,21,0.16,8,0,1997
6603392728,25,16.2,2019,405,0.73,28,2,2002
6603394768,17,4.4,2021,75,0.58,6,1,2000
6603395046,41,10.6,2022,435,0.8,25,2,1996
6603396515,18,7.4,2022,134,0.75,15,8,2001
6603396789,2,7,2019,14,0.34,14,0,1996
6603397691,20,7.6,2019,152,0.31,14,0,1997
6603399506,51,17.8,2022,910,1.25,37,4,1997
6603399668,39,15,2022,585,1.07,22,6,2003
6603401666,2,0.5,2014,1,0.09,2,0,1998
6603402343,3,1,2021,3,0.33,9,0,2020
6603403049,11,7.1,2022,78,0.44,10,0,1996
6603403434,28,12.1,2022,339,0.7,17,2,2008
6603408167,27,40.7,2022,1098,3.86,22,5,1996
6603410094,2,0.5,2017,1,0,4,0,2003
6603410702,1,1,2016,1,0,20,1,1998
6603410788,1,1,2021,1,0.33,15,0,1999
6603410788,1,17,2017,17,0.86,15,0,2005
6603412752,1,10,2012,10,0.55,16,0,2012
6603414061,2,8,2018,16,0.58,5,0,2005
6603415669,1,2,2021,2,0.72,37,0,2021
6603415851,10,21.7,2022,217,1.64,21,3,2014
6603415926,4,12.5,2020,50,0.74,7,0,1996
6603416427,1,2,2012,2,0.19,1,0,2012
6603418623,1,40,2017,40,2.55,29,1,2017
6603419659,14,6.9,2019,96,0.32,13,0,1997
6603419730,4,0.5,2019,2,0.08,6,0,2002
6603422014,5,3.6,2022,18,0.11,8,0,1997
6603422314,2,28,2016,56,1.45,17,0,2003
6603424676,1,1,2012,1,0.11,7,0,2012
6603425943,1,0,2020,0,0,4,0,2020
6603426470,12,8.8,2022,105,0.6,15,2,1998
6603426794,1,3,2015,3,0,8,0,2000
6603430149,7,9.6,2022,67,1.03,12,1,2000
6603430833,63,9.6,2022,603,0.86,18,3,2001
6603431206,53,4.7,2022,249,0.74,15,3,1999
6603431301,15,7.4,2022,111,0.62,11,0,2000
6603431435,19,15.8,2021,301,0.96,11,1,1996
6603432183,1,0,2016,0,0,16,0,2016
6603432452,3,2,2017,6,0,9,0,1999
6603433099,25,20,2022,499,1.1,20,7,1999
6603433890,1,39,2014,39,8.03,7,1,1997
6603435216,1,2,2020,2,0,11,0,2020
6603437053,1,0,2016,0,0,16,0,2016
6603439535,1,0,2019,0,0,4,0,2019
6603440990,18,12,2018,216,0.6,10,0,2012
6603441846,1,0,2014,0,0,31,5,2002
6603442043,1,11,2018,11,0.64,11,0,1996
6603443507,1,2,2013,2,0,6,0,2013
6603444842,1,2,2020,2,0.24,54,0,2020
6603445361,13,27.6,2018,359,1.36,12,4,2007
6603445489,1,5,2019,5,0.51,15,0,2019
6603447054,9,3.8,2022,34,0.17,10,1,1996
6603447679,27,4.6,2022,124,0.5,32,2,1996
6603447801,16,10.2,2022,163,0.67,12,1,1997
6603448915,8,5,2016,40,0.4,9,0,1996
6603450461,6,3.5,2022,21,0.35,9,0,1997
6603451216,2,22.5,2012,45,0.62,8,0,1996
6603452519,1,1,2014,1,0.22,5,0,1996
6603452934,1,0,2019,0,0,4,0,2019
6603453817,18,2.7,2022,49,0.35,7,0,1997
6603455649,5,21.8,2021,109,0.95,14,1,2013
6603455908,9,7.3,2015,66,0.33,12,2,1998
6603456668,24,15.2,2022,364,0.98,19,4,2001
6603459582,2,23.5,2014,47,0.38,8,0,1996
6603462694,2,1,2016,2,0.26,7,0,2007
6603463143,1,7,2014,7,0.25,7,0,1996
6603464903,2,23.5,2015,47,0.99,9,0,2008
6603466344,26,5.3,2022,138,0.49,12,1,2001
6603466449,12,6.2,2021,74,0.64,15,0,2013
6603466916,6,188.5,2014,1131,5.22,20,4,1997
6603467337,1,1,2021,1,0.7,13,0,2021
6603468223,1,25,2012,25,0.76,11,3,1997
6603468892,7,10.9,2020,76,0.81,7,3,2006
6603470766,14,2.1,2023,30,0.24,9,2,1996
6603471518,49,8.6,2022,422,0.8,20,6,1999
6603472027,14,7.4,2020,103,1.03,7,1,2002
6603472721,22,11.7,2022,258,0.83,20,2,1996
6603474721,12,9.3,2022,111,0.48,8,0,2000
6603474912,1,9,2013,9,0.25,15,1,1996
6603476953,15,5.3,2021,79,0.42,17,2,1999
6603478448,37,1.9,2022,69,0.18,12,4,1999
6603478696,1,0,2012,0,0,8,0,1996
6603480091,12,9.3,2016,111,1.04,15,2,2010
6603480392,14,12.1,2022,169,1.17,13,4,1998
6603481603,18,21.3,2022,383,1.03,17,3,1996
6603481808,7,4.6,2020,32,0.31,10,0,2005
6603481937,3,4,2018,12,0.24,13,0,2009
6603482398,2,69.5,2016,139,2.82,9,1,2010
6603482605,2,14.5,2019,29,0.81,8,0,2001
6603483396,4,2.3,2021,9,0.17,9,2,1996
6603485108,13,9.9,2020,129,0.78,13,0,1996
6603485343,28,9.8,2021,274,1.05,13,8,1996
6603486906,9,16.4,2020,148,0.91,19,1,2017
6603489281,1,0,2018,0,0,9,0,2018
6603489814,5,10.2,2020,51,0.53,20,0,2007
6603489847,15,2.1,2022,31,0.34,3,0,2007
6603490344,5,12.8,2020,64,0.57,9,0,1998
6603493939,26,8.4,2022,219,0.47,14,0,1997
6603494621,8,6,2022,48,0.28,9,0,2001
6603495324,12,3,2022,36,0.34,14,0,2018
6603495324,2,6.5,2015,13,0.54,14,0,2011
6603496731,1,22,2016,22,0.76,7,0,2016
6603497416,3,3.3,2017,10,0.22,4,0,2016
6603497629,17,12,2021,204,0.71,14,1,1998
6603497839,5,4.8,2022,24,0.46,9,0,2001
6603499640,3,5,2016,15,0.23,11,0,1998
6603501129,1,9,2018,9,0.5,14,0,2018
6603501802,14,3,2022,42,0.18,11,0,1996
6603504321,13,4.6,2021,60,0.39,6,0,2003
6603505803,10,9.9,2022,99,1.23,13,3,2000
6603506942,14,6.5,2022,91,0.55,10,0,2017
6603506946,1,2,2012,2,0,7,0,1998
6603506996,6,8,2020,48,0.98,12,1,2010
6603512441,6,9.8,2022,59,0.52,6,0,1997
6603513147,6,6.8,2021,41,0.5,9,0,1999
6603518453,154,13.1,2022,2022,1.2,35,18,2009
6603533228,14,5.9,2022,82,0.31,11,0,2012
6603539893,67,15.4,2022,1033,0.53,26,3,1997
6603540166,1,24,2020,24,2.9,35,1,2020
6603540729,1,0,2013,0,0,7,0,1996
6603544686,1,3,2021,3,1.02,26,0,2021
6603548237,23,6.4,2022,147,0.52,15,3,1998
6603548644,42,15.5,2022,649,1.22,25,9,1997
6603548737,30,10.1,2022,304,0.76,13,2,2010
6603549066,15,3.3,2022,50,0.47,12,0,1997
6603549176,2,61.5,2018,123,3.31,12,2,2007
6603551111,2,15,2020,30,1.63,18,1,2019
6603551627,36,14.6,2022,525,0.91,25,4,1997
6603558542,14,24.5,2019,343,1.4,15,2,1996
6603561566,7,10.9,2017,76,0.72,21,1,1997
6603563780,10,9.4,2016,94,0.48,19,0,2011
6603564572,1,25,2015,25,1.11,1,0,2015
6603566360,14,4.2,2022,59,0.51,11,1,2006
6603567579,50,85.4,2022,4272,4.27,36,30,1997
6603573786,20,9.2,2022,184,0.51,19,1,1998
6603575233,1,0,2018,0,0,6,0,2018
6603575417,41,9,2022,368,0.55,19,4,1997
6603575650,28,11.2,2021,314,0.8,16,3,1996
6603575737,29,4.7,2022,137,0.39,10,2,2007
6603577885,7,7.4,2018,52,0.56,9,0,1996
6603578510,32,6.6,2021,211,0.44,11,1,1997
6603578622,1,0,2022,0,0,6,0,2003
6603578879,4,1.3,2014,5,0.14,4,0,2005
6603580816,13,4.5,2018,59,0.31,8,0,1996
6603581134,48,16,2022,769,1.08,23,7,2000
6603581557,10,2.5,2021,25,0.19,9,1,1997
6603582209,36,9.1,2022,329,0.6,17,2,2001
6603585469,15,9.8,2020,147,0.79,13,2,2007
6603586929,2,0,2016,0,0,24,0,2015
6603587476,39,24.4,2021,952,2.21,23,13,1996
6603588240,22,14.7,2022,324,1.92,28,3,2014
6603590235,88,11.6,2022,1020,0.73,26,8,2008
6603591328,22,16.2,2022,356,1.02,29,3,2001
6603593726,1,17,2017,17,0.78,10,0,1999
6603594385,1,1,2013,1,0.8,19,0,2002
6603594393,5,8,2021,40,1.48,6,1,2004
6603599352,1,4,2019,4,0.51,7,0,2019
6603599963,1,3,2015,3,0.09,18,0,2015
6603601243,1,7,2017,7,0.35,16,1,2006
6603602926,1,5,2013,5,0.39,40,0,2013
6603603663,14,3.2,2022,45,0.33,7,1,1996
6603604076,1,4,2014,4,0.19,12,0,2014
6603605922,10,5.6,2021,56,0.5,12,0,1997
6603606573,12,16.2,2021,194,0.57,20,0,2001
6603606612,50,9.3,2022,467,0.73,21,0,1996
6603607817,1,8,2012,8,0.08,13,0,1998
6603609307,38,39.7,2021,1510,1.44,32,4,1998
6603609764,4,7.3,2022,29,1.2,16,0,2015
6603611106,4,8.8,2022,35,0.5,8,0,1998
6603616408,2,8.5,2014,17,0.12,5,0,1996
6603616532,7,1.7,2022,12,0.09,13,2,2005
6603618381,1,35,2019,35,2.82,86,1,2019
6603618627,35,14,2022,490,1.31,18,5,1999
6603621539,7,10.3,2021,72,0.4,15,2,2000
6603621561,1,0,2022,0,0,0,0,2022
6603622390,15,2.7,2021,40,0.27,12,0,2001
6603629658,1,7,2013,7,0.68,6,1,1997
6603629659,1,11,2013,11,0.54,6,0,2013
6603632464,1,0,2013,0,0,6,0,2013
6603635662,14,1.4,2022,20,0.08,13,0,1996
6603637620,11,8.6,2021,95,0.4,13,0,1996
6603638762,19,9.9,2022,188,1.08,16,2,2002
6603638947,18,12.4,2022,224,0.72,14,1,1999
6603642720,79,14.7,2022,1163,1.18,22,3,2000
6603643063,1,92,2018,92,5.67,39,1,2018
6603644820,4,1,2022,4,0.47,6,0,1997
6603646878,2,2.5,2012,5,0.16,9,0,1999
6603647683,1,24,2012,24,0.63,20,1,1996
6603651475,1,4,2020,4,0.62,19,0,2020
6603651982,65,9,2022,584,0.76,26,3,2005
6603653693,1,13,2019,13,0.9,14,0,2019
6603654223,1,0,2014,0,0,1,0,2014
6603659164,1,41,2016,41,1.34,46,0,2016
6603659840,1,4,2021,4,1.26,2,0,2021
6603660845,4,2,2021,8,0.21,7,0,1996
6603661366,2,3,2013,6,0.22,9,0,2000
6603663590,15,7.7,2022,115,0.58,13,0,2006
6603664702,1,8,2016,8,0.58,3,0,2016
6603665245,7,5.1,2020,36,0.45,11,0,1996
6603665246,7,2.9,2018,20,0.2,17,0,2013
6603668184,1,18,2012,18,0.84,27,0,1996
6603668453,28,35.5,2022,995,1.58,13,5,2004
6603669550,12,12,2021,144,0.62,12,0,2011
6603669663,1,24,2020,24,2.9,40,1,2020
6603669869,4,6.5,2018,26,0.33,5,0,2004
6603670408,4,8,2017,32,0.47,10,1,1996
6603671283,22,8.5,2022,186,0.65,18,1,1996
6603671646,1,24,2020,24,2.9,19,1,2020
6603673746,43,25,2022,1076,1.33,27,9,2003
6603674194,12,7.1,2021,85,0.68,8,0,1997
6603677731,9,21.7,2018,195,1.35,22,2,2006
6603678407,13,15.8,2020,205,0.68,18,6,1997
6603678681,1,1,2014,1,0.15,3,0,2014
6603679387,18,8.1,2022,145,0.94,17,2,1996
6603679662,8,1,2022,8,0.78,51,0,2021
6603679774,33,4.9,2022,163,0.25,11,0,1998
6603680435,1,0,2022,0,0,13,0,2022
6603681099,1,16,2015,16,0.81,37,0,2015
6603681939,4,1,2021,4,0.13,10,0,2015
6603682768,1,0,2021,0,0,24,0,2021
6603682972,40,15,2022,598,0.74,31,6,1996
6603684531,1,6,2017,6,0.46,26,0,2017
6603685127,5,0.8,2015,4,0.06,9,1,1996
6603686302,11,2.3,2022,25,0.26,8,0,1997
6603686465,1,0,2013,0,0,2,0,2003
6603686875,10,7.3,2019,73,0.41,7,0,2012
6603687083,1,0,2017,0,0,2,0,1997
6603690561,7,1.6,2022,11,0.54,4,1,1996
6603690871,19,3.5,2022,67,0.94,15,1,2000
6603691034,3,9.3,2016,28,0.22,24,1,1996
6603691383,2,17,2021,34,0.32,14,1,1996
6603693911,5,35.4,2016,177,2.23,9,4,1998
6603695176,1,111,2012,111,2.34,21,0,2010
6603696910,3,4.7,2022,14,0.13,13,0,1997
6603697556,28,9.1,2021,255,0.65,14,2,2001
6603697713,22,2.4,2020,53,0.07,9,2,1996
6603699174,43,10.7,2022,460,0.93,20,8,1998
6603701645,3,1,2021,3,0.18,2,0,2018
6603701981,219,18.9,2022,4138,1.23,38,33,1997
6603702014,8,8.8,2020,70,0.61,19,1,1997
6603702124,4,13.5,2019,54,0.44,12,0,1996
6603702281,6,6.2,2014,37,0.94,13,0,2012
6603702425,1,14,2014,14,10.32,35,1,2014
6603703617,9,4.7,2019,42,0.52,6,0,2000
6603704795,32,7.6,2022,242,0.66,24,1,1997
6603706182,7,13.7,2019,96,0.45,11,1,1996
6603708016,15,8,2021,120,0.37,19,0,2004
6603712020,34,7.1,2022,243,1.77,28,9,1997
6603712935,1,22,2012,22,1.83,16,0,2007
6603715009,6,5.2,2022,31,0.8,7,0,2000
6603718889,20,5.2,2022,104,0.33,12,0,1996
6603719375,32,13,2021,417,1.12,33,4,2015
6603719713,6,0.3,2020,2,0.09,6,0,1996
6603719891,1,24,2012,24,0.63,22,3,1996
6603722893,61,23.2,2022,1413,1.66,31,12,1999
6603723455,41,58.4,2022,2394,6.13,22,17,1996
6603724356,17,16.2,2019,275,0.96,10,2,2011
6603729754,1,0,2018,0,0,4,0,2018
6603732408,1,0,2013,0,0,3,0,1996
6603734918,1,0,2013,0,0,17,0,1996
6603736345,45,12.9,2021,581,0.98,33,12,1997
6603737439,32,7.8,2022,248,0.68,19,6,1998
6603738411,2,7,2021,14,0.72,19,0,1996
6603738412,3,4,2016,12,0.21,6,0,1996
6603738733,9,11.8,2022,106,0.31,16,1,1999
6603741928,27,18.7,2022,504,1.51,22,6,2000
6603742175,50,7.4,2022,369,0.4,20,0,1996
6603744176,6,43.5,2017,261,1.55,14,1,2003
6603745730,13,15.8,2021,206,1.34,22,2,1996
6603745764,22,105.6,2022,2323,5.87,36,30,1996
6603748763,66,31.3,2022,2063,1.31,43,23,2005
6603751300,32,18.7,2022,597,0.85,25,6,1996
6603753934,2,4,2021,8,0.37,9,0,2002
6603755972,9,3.2,2022,29,1.08,39,1,2019
6603760040,25,6,2022,149,0.91,24,6,2003
6603760257,58,2.8,2022,165,0.32,12,0,1996
6603760382,3,8.7,2021,26,1.56,25,1,2012
6603760891,7,18.9,2018,132,0.81,19,1,1997
6603761812,28,4.3,2022,120,1.15,11,4,1997
6603763977,10,14.6,2020,146,0.73,12,0,1998
6603764359,1,6,2014,6,0.74,8,0,2004
6603765921,5,3.6,2014,18,0.22,18,0,2013
6603765921,32,7.3,2022,234,0.66,18,7,1996
6603766354,24,52.4,2022,1258,1.19,25,4,1996
6603769785,4,7.8,2017,31,0.21,25,0,2015
6603769839,1,1,2017,1,0,22,0,2017
6603772072,1,2,2020,2,0.26,17,0,2020
6603777057,14,44,2021,616,3.46,27,12,1996
6603777460,29,16.5,2022,478,0.83,12,8,1997
6603777676,2,0,2016,0,0,5,0,1996
6603779751,10,13.6,2020,136,0.54,12,0,1996
6603782089,71,16.1,2022,1145,0.9,34,8,1998
6603782100,11,116.1,2016,1277,3.35,29,11,2008
