,author_id,scholarly_output,citations_per_pub,citations,FWCI,h_index,FW_output_in_top,oldest_pub,no_first_old,no_pubs_old,avg_fwci_old,avg_fwvi_old,avg_citescore_old,risingStar
0,6503893953.0,1,20.0,20,0.54,4,0,2017,0.0,6.0,0.3033333333333334,1.7733333333333334,2.1,False
1,6503977235.0,1,0.0,0,0.0,1,0,2017,0.0,1.0,0.0,1.46,0.1,False
2,6504127922.0,4,4.8,19,0.35,13,0,2017,0.0,2.0,0.32,0.895,2.75,False
3,6504301155.0,1,20.0,20,0.54,3,0,2017,0.0,6.0,0.3033333333333334,1.7733333333333334,2.1,False
4,6504401168.0,2,15.0,30,1.68,3,0,2017,0.0,1.0,2.19,2.67,0.0,False
5,6504422964.0,1,0.0,0,0.0,0,0,2017,0.0,1.0,0.0,0.39,0.1,False
6,6504423868.0,1,20.0,20,1.18,1,0,2017,0.0,1.0,1.18,0.81,4.8,False
7,6504461599.0,11,14.9,164,0.97,9,1,2017,0.0,3.0,0.8733333333333334,5.82,1.8666666666666665,True
8,6504524893.0,1,4.0,4,0.65,13,0,2017,0.0,2.0,1.445,0.775,1.4,False
9,6504614044.0,2,38.5,77,3.29,23,2,2017,0.0,1.0,2.64,2.58,7.5,False
10,6504645338.0,2,4.0,8,0.81,2,0,2017,0.0,1.0,0.49,2.24,0.3,True
11,6504704889.0,1,3.0,3,0.24,5,0,2017,0.0,0.0,0.0,0.0,0.0,True
12,6504742210.0,1,1.0,1,0.04,1,0,2017,0.0,2.0,0.04,2.75,0.1,False
13,6505579052.0,38,6.5,248,1.34,30,6,2017,0.0,3.0,1.1466666666666667,1.1933333333333334,3.3333333333333335,True
14,6505617726.0,3,3.3,10,0.61,2,0,2017,0.0,1.0,0.69,0.9,0.4,True
15,6505717827.0,1,1.0,1,0.11,1,0,2017,0.0,2.0,0.11,1.52,0.3,False
16,6505787182.0,4,3.8,15,0.18,12,0,2017,0.0,1.0,0.56,2.53,11.3,False
17,6505833960.0,3,6.0,18,0.59,7,0,2017,0.0,2.0,0.9850000000000001,1.09,6.15,True
18,6505883982.0,1,0.0,0,0.0,2,0,2017,0.0,1.0,0.0,0.07,0.0,False
19,6505906897.0,2,1.0,2,0.08,6,0,2017,0.0,2.0,0.085,0.49,2.25,False
20,6505962974.0,1,4.0,4,0.45,5,0,2017,0.0,1.0,0.58,1.69,5.3,False
21,6506238534.0,3,8.3,25,0.3,2,0,2017,0.0,6.0,0.3033333333333334,1.7733333333333334,2.1,False
22,6506333225.0,2,10.5,21,0.6,12,0,2017,0.0,2.0,0.605,1.895,5.75,False
23,6506364803.0,2,6.0,12,0.58,5,0,2017,0.0,3.0,0.4366666666666667,1.36,5.466666666666666,True
24,6506468698.0,1,4.0,4,0.41,5,0,2017,0.0,2.0,0.47,1.6949999999999998,0.8,False
25,6506485911.0,2,5.0,10,0.48,3,0,2017,0.0,0.0,0.0,0.0,0.0,True
26,6506712256.0,1,20.0,20,0.54,2,0,2017,0.0,6.0,0.3033333333333334,1.7733333333333334,2.1,False
27,6506799742.0,14,39.7,556,2.7,14,1,2017,0.0,8.0,11.142499999999998,2.965,21.087500000000002,False
28,6506926801.0,6,2.5,15,0.35,2,0,2017,0.0,1.0,1.07,1.26,2.7,False
29,6506994562.0,2,9.5,19,0.7,13,0,2017,0.0,2.0,0.05,0.5700000000000001,1.35,False
30,6507352654.0,15,1.0,15,0.56,11,1,2017,0.0,1.0,0.14,0.67,3.7,True
31,6507411437.0,7,1.3,9,0.31,2,0,2017,0.0,1.0,0.52,0.86,0.6,True
32,6507478081.0,2,0.0,0,0.0,7,0,2017,0.0,1.0,0.26,1.18,1.0,True
33,6507638425.0,1,2.0,2,0.08,2,0,2017,0.0,1.0,0.08,1.81,0.4,False
34,6507701288.0,1,5.0,5,0.3,3,0,2017,0.0,1.0,1.84,1.14,4.6,False
35,6507779781.0,1,17.0,17,0.78,1,0,2017,0.0,1.0,0.78,0.87,11.4,False
36,6507954798.0,1,0.0,0,0.0,14,0,2017,0.0,0.0,0.0,0.0,0.0,True
37,6508021125.0,1,2.0,2,0.39,3,0,2017,0.0,1.0,0.39,1.6,2.5,False
38,6508209178.0,2,3.0,6,0.13,1,0,2017,0.0,1.0,0.27,0.23,1.1,False
39,6508289508.0,2,1.5,3,0.4,1,0,2017,0.0,0.0,0.0,0.0,0.0,True
40,6508307143.0,1,2.0,2,0.89,3,0,2017,0.0,1.0,0.89,1.29,0.4,False
41,6508322294.0,1,1.0,1,0.17,4,0,2017,0.0,1.0,0.17,1.61,4.5,False
42,6508322660.0,3,8.3,25,0.3,4,0,2017,0.0,6.0,0.3033333333333334,1.7733333333333334,2.1,False
43,6508358177.0,1,1.0,1,0.04,8,0,2017,0.0,6.0,0.4116666666666667,1.755,2.5666666666666664,True
44,6602171281.0,2,2.0,4,0.12,7,0,2017,0.0,1.0,0.13,1.17,1.4,True
45,6602227732.0,1,2.0,2,0.1,11,0,2017,0.0,1.0,0.1,0.58,0.1,False
46,6602290481.0,2,15.5,31,0.98,5,0,2017,0.0,1.0,1.06,0.75,1.9,False
47,6602295902.0,1,34.0,34,2.03,13,0,2017,0.0,5.0,0.5479999999999999,0.9700000000000001,4.92,False
48,6602415861.0,2,20.5,41,4.64,4,1,2017,0.0,2.0,4.635,1.0,4.9,False
49,6602438026.0,5,22.0,110,1.35,6,1,2017,0.0,0.0,0.0,0.0,0.0,True
50,6602556518.0,2,36.0,72,1.82,13,1,2017,0.0,1.0,3.21,0.9,32.3,False
51,6602654292.0,2,0.0,0,0.0,4,0,2017,0.0,2.0,0.0,0.7050000000000001,0.5,False
52,6602720667.0,1,5.0,5,1.02,5,0,2017,0.0,1.0,1.02,2.43,0.5,False
53,6602776079.0,1,82.0,82,3.51,39,1,2017,0.0,6.0,1.015,0.8966666666666666,9.45,False
54,6603037715.0,1,15.0,15,0.99,11,0,2017,0.0,1.0,0.99,0.93,2.2,True
55,6603059546.0,1,2.0,2,0.06,23,0,2017,0.0,1.0,0.06,2.42,0.5,False
56,6603168942.0,1,0.0,0,0.0,12,0,2017,0.0,8.0,0.22750000000000004,1.6175000000000002,1.5750000000000002,False
57,6603328095.0,1,20.0,20,0.54,4,0,2017,0.0,6.0,0.3033333333333334,1.7733333333333334,2.1,False
58,6603390179.0,3,0.7,2,0.06,9,0,2017,0.0,2.0,0.175,1.43,3.75,False
59,6603418623.0,1,40.0,40,2.55,29,1,2017,0.0,2.0,5.994999999999999,3.4050000000000002,8.350000000000001,False
60,6603486906.0,9,16.4,148,0.91,19,1,2017,0.0,1.0,3.18,2.33,17.1,False
61,6603506942.0,14,6.5,91,0.55,10,0,2017,0.0,4.0,0.7475,1.4,11.45,False
62,6603684531.0,1,6.0,6,0.46,26,0,2017,0.0,1.0,0.46,0.38,3.9,True
63,6603769839.0,1,1.0,1,0.0,22,0,2017,0.0,2.0,0.0,0.9299999999999999,6.65,False
64,6603827800.0,1,33.0,33,1.74,32,0,2017,0.0,6.0,1.0,0.62,7.2,False
65,6603827800.0,1,33.0,33,1.74,32,0,2017,0.0,6.0,1.0,0.62,7.2,False
66,6603992098.0,1,148.0,148,5.63,56,1,2017,0.0,1.0,5.63,1.55,45.4,False
67,6701517032.0,1,1.0,1,0.0,42,0,2017,0.0,3.0,0.6366666666666666,1.12,2.1333333333333333,False
68,6701576605.0,1,6.0,6,0.66,20,0,2017,0.0,3.0,0.4366666666666667,2.5233333333333334,3.733333333333334,True
69,6701599598.0,7,24.9,174,1.59,9,2,2017,0.0,1.0,2.45,1.89,7.4,False
70,6701604653.0,24,5.3,128,0.8,15,1,2017,0.0,7.0,0.36,0.6557142857142858,1.8571428571428572,True
71,6701698543.0,1,1.0,1,0.0,8,0,2017,0.0,5.0,0.31800000000000006,1.384,3.1399999999999997,False
72,6701786317.0,1,283.0,283,3.61,64,1,2017,0.0,1.0,3.61,3.25,17.1,False
73,7003540938.0,1,46.0,46,1.71,37,0,2017,0.0,3.0,2.5,1.5,31.633333333333336,False
74,7003647833.0,10,26.7,267,1.52,26,2,2017,0.0,5.0,2.0439999999999996,1.4,7.68,False
75,7003671089.0,6,1.8,11,0.24,22,0,2017,0.0,5.0,0.32999999999999996,0.796,3.5400000000000005,True
76,7004033052.0,1,42.0,42,1.69,47,0,2017,0.0,1.0,1.69,1.93,9.2,False
77,7004050234.0,38,6.9,263,0.88,28,1,2017,0.0,4.0,1.125,1.0975000000000001,4.75,True
78,7004196254.0,1,1.0,1,0.04,3,0,2017,0.0,12.0,0.5583333333333335,1.623333333333333,5.6000000000000005,False
79,7004196254.0,2,10.0,20,0.67,3,0,2017,0.0,12.0,0.5583333333333335,1.623333333333333,5.6000000000000005,False
80,7004292009.0,1,10.0,10,0.29,3,0,2017,0.0,2.0,0.29,1.53,2.6,False
81,7004301621.0,1,19.0,19,2.33,36,0,2017,0.0,3.0,1.9366666666666668,2.3133333333333335,2.733333333333333,True
82,7004499178.0,1,5.0,5,0.11,26,0,2017,0.0,0.0,0.0,0.0,0.0,True
83,7004506806.0,1,58.0,58,2.36,24,1,2017,0.0,4.0,1.27,1.29,4.1,False
84,7004530410.0,6,2.2,13,0.15,7,0,2017,0.0,1.0,0.27,0.57,0.8,True
85,7004557857.0,2,14.5,29,1.28,3,0,2017,0.0,2.0,1.2850000000000001,1.69,6.55,False
86,7004688700.0,3,31.0,93,1.25,88,1,2017,0.0,5.0,7.126,3.97,16.0,False
87,7004915428.0,1,19.0,19,1.09,57,0,2017,0.0,6.0,1.6983333333333333,1.3583333333333334,14.75,False
88,7005080021.0,1,6.0,6,0.11,29,0,2017,0.0,1.0,0.11,3.12,5.3,False
89,7005287112.0,1,10.0,10,0.73,13,0,2017,0.0,1.0,0.73,0.73,8.6,True
90,7005305323.0,1,215.0,215,8.91,66,1,2017,0.0,2.0,5.195,1.65,16.75,False
91,7005317346.0,1,25.0,25,2.86,44,1,2017,0.0,23.0,2.57695652173913,1.2852173913043479,2.6695652173913045,True
92,7005427195.0,11,5.9,65,0.75,12,1,2017,0.0,4.0,1.0525,1.3875000000000002,2.65,True
93,7005604703.0,3,3.7,11,0.63,23,0,2017,0.0,2.0,0.44,0.63,2.85,False
94,7005659845.0,2,19.5,39,1.98,10,1,2017,0.0,3.0,1.3233333333333333,1.3500000000000003,2.733333333333333,False
95,7005858474.0,1,0.0,0,0.0,36,0,2017,0.0,4.0,0.305,2.36,4.074999999999999,False
96,7006442038.0,7,1.6,11,0.26,4,0,2017,0.0,0.0,0.0,0.0,0.0,True
97,7006455585.0,1,6.0,6,0.18,9,0,2017,0.0,1.0,0.18,1.23,6.8,False
98,7006670609.0,1,23.0,23,1.27,42,0,2017,0.0,2.0,1.19,2.075,8.5,False
99,7006730702.0,1,25.0,25,2.86,27,1,2017,0.0,3.0,1.2066666666666668,0.6433333333333334,2.066666666666667,False
100,7006746251.0,3,20.0,60,1.19,22,0,2017,0.0,3.0,1.1866666666666668,2.033333333333333,7.199999999999999,False
101,7102035841.0,1,24.0,24,1.21,3,0,2017,0.0,1.0,1.21,2.0,6.0,False
102,7102192954.0,1,11.0,11,1.16,63,0,2017,0.0,1.0,1.16,1.5,9.0,True
103,7102491489.0,1,8.0,8,0.38,33,0,2017,0.0,1.0,0.38,1.91,8.2,False
104,7102916732.0,4,13.5,54,0.27,2,0,2017,0.0,3.0,0.19666666666666666,1.0,6.699999999999999,False
105,7103344833.0,1,6.0,6,0.45,1,0,2017,0.0,1.0,0.45,1.68,1.0,False
106,7201568314.0,3,1.0,3,0.09,1,0,2017,0.0,1.0,0.0,1.22,0.0,False
107,7201792511.0,1,6.0,6,0.42,84,0,2017,0.0,1.0,1.64,0.89,9.7,False
108,7202142116.0,1,7.0,7,1.75,1,0,2017,0.0,1.0,1.75,1.61,8.3,False
109,7202393022.0,1,17.0,17,0.92,19,0,2017,0.0,5.0,0.442,0.7060000000000001,6.4799999999999995,True
110,7202458659.0,2,16.0,32,0.94,2,0,2017,0.0,2.0,0.935,0.745,7.45,False
111,7202590456.0,1,5.0,5,0.3,19,0,2017,0.0,3.0,2.7466666666666666,1.9800000000000002,1.2666666666666666,False
112,7202746409.0,2,1.0,2,0.77,1,0,2017,0.0,2.0,0.77,0.925,0.0,False
113,7403636046.0,3,4.0,12,0.46,18,0,2017,0.0,1.0,0.46,0.06,2.9,True
114,7404318647.0,15,6.3,95,1.4,21,4,2017,0.0,2.0,3.035,1.4249999999999998,5.5,False
115,7404593494.0,1,1.0,1,0.1,4,0,2017,0.0,1.0,0.1,0.98,3.6,False
116,7801313307.0,1,1.0,1,0.16,16,0,2017,0.0,4.0,0.4875,1.8075,3.0,False
117,7801367831.0,2,21.5,43,2.05,31,1,2017,0.0,18.0,2.6116666666666664,1.821666666666667,9.46111111111111,False
118,7801524848.0,3,4.7,14,0.54,5,0,2017,0.0,1.0,0.58,1.08,4.5,False
119,7801630751.0,2,5.0,10,0.46,5,0,2017,0.0,1.0,0.47,1.13,7.4,False
120,8313178900.0,6,5.5,33,1.06,9,1,2017,0.0,2.0,0.3,1.375,3.9000000000000004,False
121,8314009000.0,4,29.0,116,1.66,19,1,2017,0.0,3.0,1.7566666666666668,1.9566666666666663,19.933333333333334,False
122,8406387600.0,1,18.0,18,1.11,11,0,2017,0.0,5.0,0.95,1.794,4.38,False
123,8410736700.0,7,26.6,186,1.04,16,1,2017,0.0,6.0,1.0616666666666668,1.045,6.833333333333333,False
124,8449417300.0,85,6.5,553,1.51,16,18,2017,0.0,20.0,1.1374999999999997,1.0110000000000001,1.8800000000000001,True
125,8501860600.0,2,26.0,52,1.48,12,1,2017,0.0,1.0,2.63,1.88,4.8,True
126,8511017600.0,15,25.8,387,3.09,44,7,2017,0.0,2.0,6.105,2.62,9.55,True
127,8546722400.0,1,6.0,6,1.19,3,0,2017,0.0,1.0,1.19,0.66,1.4,False
128,8562793700.0,1,8.0,8,0.75,4,0,2017,0.0,1.0,0.75,0.53,1.0,False
129,8564349200.0,1,19.0,19,0.85,16,0,2017,0.0,2.0,0.425,3.6399999999999997,1.4,False
130,8670039400.0,1,88.0,88,6.86,15,1,2017,0.0,0.0,0.0,0.0,0.0,True
131,8676667800.0,2,4.5,9,0.19,7,0,2017,0.0,2.0,0.19,0.8500000000000001,0.4,False
132,8724041900.0,1,32.0,32,1.72,1,0,2017,0.0,1.0,1.72,2.74,11.5,False
133,8941636000.0,2,2.0,4,0.18,9,0,2017,0.0,3.0,4.88,2.2966666666666664,5.633333333333333,False
134,9237898000.0,3,20.3,61,1.05,11,0,2017,0.0,1.0,0.39,0.59,3.0,True
135,9240321000.0,1,10.0,10,0.52,9,0,2017,0.0,0.0,0.0,0.0,0.0,True
136,10639544300.0,1,25.0,25,2.86,25,1,2017,0.0,4.0,3.25,1.075,2.8,False
137,12242122900.0,1,7.0,7,0.29,16,0,2017,0.0,2.0,0.29,1.08,6.1,False
138,12446777300.0,3,7.3,22,1.09,11,0,2017,0.0,1.0,1.07,2.21,3.1,False
139,12546037500.0,1,6.0,6,0.47,9,0,2017,0.0,1.0,0.47,0.65,4.4,False
140,12646773800.0,1,9.0,9,0.32,3,0,2017,0.0,1.0,0.32,2.03,1.9,False
141,12753375600.0,1,79.0,79,3.28,41,1,2017,0.0,3.0,1.6433333333333333,1.2933333333333332,9.466666666666667,False
142,12766116200.0,14,3.9,54,0.86,4,1,2017,0.0,2.0,0.28,1.47,0.5,True
143,12766512200.0,1,2.0,2,0.07,8,0,2017,0.0,2.0,0.17,0.76,6.1,True
144,12800965300.0,4,16.0,64,0.57,5,0,2017,0.0,6.0,0.7033333333333333,1.55,4.633333333333334,True
145,13003660200.0,1,3.0,3,0.29,8,0,2017,0.0,1.0,0.29,0.59,4.3,False
146,13005294400.0,9,9.4,85,0.67,5,1,2017,0.0,2.0,0.745,0.855,6.85,False
147,13006856900.0,1,0.0,0,0.0,1,0,2017,0.0,1.0,0.0,4.06,0.0,False
148,13105872600.0,1,3.0,3,0.74,1,0,2017,0.0,1.0,0.74,3.71,0.0,False
149,13407398900.0,2,2.5,5,0.25,1,0,2017,0.0,1.0,0.0,1.14,0.0,True
150,13409815100.0,3,9.0,27,1.48,13,1,2017,0.0,1.0,0.49,1.59,5.3,True
151,13611164200.0,1,4.0,4,0.23,15,0,2017,0.0,2.0,0.23,1.695,2.55,True
152,14027514900.0,1,13.0,13,0.56,20,0,2017,0.0,1.0,0.56,0.26,9.1,False
153,14041945800.0,1,4.0,4,0.27,4,0,2017,0.0,1.0,0.27,1.36,0.3,False
154,14043151000.0,7,8.0,56,0.75,8,0,2017,0.0,4.0,1.045,0.9099999999999999,7.1,False
155,14050144400.0,1,1.0,1,0.34,18,0,2017,0.0,3.0,1.2133333333333334,1.7466666666666668,1.6666666666666667,False
156,14521071900.0,1,2.0,2,0.0,14,0,2017,0.0,6.0,0.5866666666666668,1.6733333333333331,1.9000000000000001,False
157,14523759900.0,10,6.6,66,0.46,10,0,2017,0.0,2.0,0.495,0.835,4.85,False
158,14632212500.0,1,5.0,5,0.26,4,0,2017,0.0,2.0,0.26,1.23,2.9,False
159,14820541400.0,1,0.0,0,0.0,5,0,2017,0.0,1.0,0.0,0.47,0.4,False
160,14831934500.0,11,18.4,202,1.34,15,2,2017,0.0,18.0,1.7844444444444447,1.9211111111111114,15.300000000000002,False
161,15020421600.0,3,5.7,17,1.13,7,0,2017,0.0,0.0,0.0,0.0,0.0,True
162,15044205000.0,6,2.0,12,0.24,5,0,2017,0.0,1.0,0.34,0.82,2.9,False
163,15046696200.0,5,22.6,113,6.09,6,2,2017,0.0,1.0,3.21,1.41,8.4,True
164,15061993800.0,7,27.6,193,1.45,7,2,2017,0.0,2.0,1.3250000000000002,1.4100000000000001,5.75,False
165,15074442600.0,15,5.3,79,0.72,8,1,2017,0.0,6.0,1.1116666666666666,2.061666666666667,4.016666666666667,False
166,15079669700.0,1,0.0,0,0.0,0,0,2017,0.0,1.0,0.0,0.56,0.6,False
167,15735334000.0,6,3.2,19,0.22,7,0,2017,0.0,1.0,0.76,1.7,5.0,False
168,15759282700.0,1,2.0,2,0.08,7,0,2017,0.0,1.0,0.0,0.71,6.6,False
169,15841378800.0,4,41.8,167,2.55,20,1,2017,0.0,3.0,5.2299999999999995,2.2466666666666666,8.766666666666667,False
170,16022128500.0,15,7.5,113,1.53,10,3,2017,0.0,3.0,1.2433333333333334,1.5533333333333335,3.7999999999999994,True
171,16024635000.0,1,4.0,4,0.61,6,0,2017,0.0,1.0,0.61,0.9,0.8,False
172,16038981400.0,4,5.8,23,0.4,7,0,2017,0.0,3.0,0.3499999999999999,0.7466666666666667,2.1333333333333333,False
173,16068301100.0,7,8.0,56,0.61,6,0,2017,0.0,6.0,0.6583333333333333,1.9166666666666663,6.716666666666666,False
174,16240376100.0,1,8.0,8,0.27,3,0,2017,0.0,1.0,0.27,0.32,1.9,False
175,16301858100.0,8,14.6,117,1.1,8,1,2017,0.0,3.0,1.7033333333333334,1.6733333333333336,6.033333333333334,False
176,16305863300.0,2,97.5,195,4.69,39,1,2017,0.0,2.0,5.8,2.06,20.3,False
177,16306782800.0,2,13.5,27,0.47,5,0,2017,0.0,1.0,0.94,1.87,4.8,False
178,16307725900.0,11,3.9,43,0.45,9,0,2017,0.0,5.0,0.23399999999999999,1.412,1.9,False
179,16314153100.0,1,11.0,11,2.78,10,1,2017,0.0,2.0,1.565,0.635,2.55,False
180,16481465300.0,12,14.6,175,1.12,14,1,2017,0.0,3.0,1.1233333333333333,0.8333333333333334,8.066666666666668,True
181,16641395400.0,16,8.9,143,0.81,8,2,2017,0.0,9.0,0.9188888888888889,0.7966666666666666,6.911111111111111,True
182,16642429600.0,20,2.4,47,0.53,12,1,2017,0.0,4.0,0.5924999999999999,1.205,3.375,True
183,16686645100.0,6,16.7,100,2.28,6,1,2017,0.0,5.0,1.166,1.458,5.38,False
184,17233603000.0,22,10.6,233,0.97,18,3,2017,0.0,14.0,0.9414285714285714,0.9199999999999999,9.735714285714284,True
185,17342209400.0,3,3.3,10,0.54,3,0,2017,0.0,2.0,0.235,1.23,0.6,True
186,18134405600.0,1,6.0,6,0.11,10,0,2017,0.0,2.0,0.8650000000000001,2.4850000000000003,4.85,False
187,21233311800.0,1,0.0,0,0.0,6,0,2017,0.0,1.0,0.0,0.79,1.6,False
188,22136636900.0,5,3.0,15,0.25,10,0,2017,0.0,2.0,0.33999999999999997,1.895,1.0,True
189,22950919500.0,1,5.0,5,0.12,3,0,2017,0.0,1.0,0.12,0.51,5.7,False
190,22952299400.0,3,5.7,17,0.6,5,0,2017,0.0,0.0,0.0,0.0,0.0,True
191,23036374400.0,7,10.1,71,1.87,9,2,2017,0.0,2.0,1.915,1.33,4.95,False
192,23088009300.0,8,30.1,241,1.68,29,1,2017,0.0,16.0,2.6599999999999997,2.23125,8.21875,False
193,23095442200.0,1,142.0,142,4.77,14,1,2017,0.0,3.0,2.243333333333333,1.1900000000000002,9.799999999999999,False
194,23099615900.0,2,9.0,18,0.51,8,0,2017,0.0,3.0,0.39666666666666667,0.5433333333333333,5.3999999999999995,False
195,23101727700.0,15,17.1,256,1.29,10,2,2017,0.0,6.0,1.1500000000000001,3.098333333333333,5.900000000000001,False
196,23398408400.0,8,12.3,98,1.39,9,1,2017,0.0,1.0,7.97,6.53,11.0,False
197,23468604600.0,1,4.0,4,0.0,4,0,2017,0.0,1.0,0.0,0.0,2.2,False
198,23476175000.0,1,7.0,7,0.21,3,0,2017,0.0,1.0,0.21,1.92,0.7,False
199,23484194100.0,2,2.0,4,0.26,5,0,2017,0.0,1.0,0.11,0.96,7.1,False
200,23484804900.0,1,40.0,40,2.23,3,0,2017,0.0,1.0,2.23,0.76,0.0,False
201,23492833000.0,1,6.0,6,0.27,8,0,2017,0.0,1.0,0.27,1.52,1.9,False
202,23668358800.0,29,13.2,383,1.67,15,5,2017,0.0,6.0,1.531666666666667,3.921666666666667,5.316666666666666,True
203,23985783300.0,8,7.4,59,0.58,4,1,2017,0.0,4.0,1.035,2.9149999999999996,1.9,False
204,23989194900.0,1,6.0,6,0.75,8,0,2017,0.0,11.0,0.5281818181818182,1.521818181818182,2.727272727272727,False
205,23989626900.0,18,11.3,203,1.65,13,5,2017,0.0,7.0,1.882857142857143,3.2800000000000002,4.085714285714286,False
206,23994887600.0,7,64.7,453,4.32,10,3,2017,0.0,4.0,8.99,2.8449999999999998,19.875,False
207,23995721200.0,9,14.3,129,1.41,9,2,2017,0.0,2.0,1.9,2.67,21.15,False
208,24072733100.0,2,20.5,41,1.19,4,0,2017,0.0,1.0,1.59,1.35,0.0,False
209,24073941900.0,2,28.0,56,1.3,4,1,2017,0.0,1.0,0.15,0.71,4.2,False
210,24280940100.0,10,6.9,69,0.63,7,0,2017,0.0,5.0,0.55,1.428,5.62,False
211,24281273400.0,7,8.4,59,0.95,6,0,2017,0.0,2.0,1.18,0.535,5.9,True
212,24334586500.0,9,8.1,73,1.3,15,1,2017,0.0,1.0,2.56,0.3,5.5,False
213,24345637900.0,1,1.0,1,0.0,4,0,2017,0.0,1.0,0.0,0.95,0.0,False
214,24385389600.0,1,13.0,13,0.93,7,0,2017,0.0,2.0,0.93,1.01,5.0,False
215,24390733200.0,2,16.0,32,0.88,4,0,2017,0.0,2.0,1.6749999999999998,1.435,6.45,False
216,24441082300.0,5,1.2,6,0.37,2,0,2017,0.0,2.0,0.145,0.6950000000000001,1.6,False
217,24449720000.0,4,75.3,301,3.93,23,2,2017,0.0,4.0,1.0950000000000002,0.855,20.675,True
218,24463149200.0,26,5.6,145,1.46,12,5,2017,0.0,1.0,2.78,1.34,1.3,False
219,24464458900.0,1,7.0,7,0.46,11,0,2017,0.0,1.0,0.46,0.38,1.9,False
220,24475876400.0,4,2.0,8,0.12,8,0,2017,0.0,2.0,0.43,1.19,7.6,False
221,24476022800.0,4,47.0,188,6.82,10,3,2017,0.0,2.0,9.129999999999999,3.125,11.4,False
222,24480561000.0,3,2.0,6,0.22,4,0,2017,0.0,1.0,0.32,0.09,4.3,True
223,24480873700.0,1,14.0,14,0.76,3,0,2017,0.0,1.0,0.54,5.82,0.5,False
224,24482005300.0,1,2.0,2,0.17,3,0,2017,0.0,1.0,0.17,2.55,2.8,False
225,24482283400.0,7,9.7,68,0.61,12,0,2017,0.0,3.0,1.1766666666666667,2.18,6.7,False
226,24586699900.0,1,17.0,17,1.3,12,0,2017,0.0,1.0,1.3,1.61,1.1,False
227,24597753300.0,1,3.0,3,0.12,13,0,2017,0.0,1.0,0.12,0.34,5.7,False
228,24597907100.0,4,9.5,38,0.91,5,0,2017,0.0,2.0,1.1099999999999999,0.9550000000000001,5.050000000000001,True
229,24723361000.0,9,3.9,35,0.33,10,0,2017,0.0,4.0,0.4525,1.7075,5.65,False
230,24764842800.0,1,9.0,9,0.49,2,0,2017,0.0,1.0,0.49,2.08,2.1,False
231,24777793100.0,1,0.0,0,0.0,1,0,2017,0.0,1.0,0.0,1.21,0.3,False
232,25032028200.0,7,1.4,10,0.42,5,0,2017,0.0,0.0,0.0,0.0,0.0,True
233,25121707000.0,3,20.0,60,0.93,8,0,2017,0.0,2.0,0.54,1.655,2.95,True
234,25222806700.0,1,17.0,17,0.99,7,0,2017,0.0,0.0,0.0,0.0,0.0,True
235,25223688100.0,1,7.0,7,3.13,3,1,2017,0.0,1.0,3.13,1.13,1.9,False
236,25225751200.0,1,24.0,24,0.82,8,0,2017,0.0,1.0,0.82,0.59,5.7,False
237,25421867500.0,1,4.0,4,0.12,2,0,2017,0.0,1.0,0.12,0.81,0.5,False
238,25522630100.0,1,17.0,17,1.3,5,0,2017,0.0,1.0,1.3,1.61,1.1,False
239,25631984300.0,18,3.1,56,0.56,9,0,2017,0.0,5.0,0.5640000000000001,0.924,2.48,True
240,25640582100.0,3,1.0,3,0.19,2,0,2017,0.0,1.0,0.11,1.56,4.4,False
241,25651817100.0,12,39.8,477,2.21,45,5,2017,0.0,24.0,3.7941666666666674,1.1229166666666666,10.550000000000002,False
242,25821872400.0,26,12.5,325,1.52,12,4,2017,0.0,8.0,2.9212499999999997,1.3262500000000002,4.0375000000000005,False
243,25825280200.0,1,8.0,8,0.24,7,0,2017,0.0,1.0,0.24,0.55,4.6,True
244,25930248200.0,4,6.0,24,0.76,19,0,2017,0.0,3.0,0.45,0.92,3.033333333333333,True
245,25951641300.0,9,7.1,64,0.45,9,0,2017,0.0,4.0,0.6475000000000001,0.7675000000000001,4.8,True
246,25959318500.0,1,2058.0,2058,97.65,50,1,2017,0.0,30.0,1.2700000000000002,2.696000000000001,8.740000000000002,False
247,25959318500.0,1,2058.0,2058,97.65,50,1,2017,0.0,30.0,1.2700000000000002,2.696000000000001,8.740000000000002,False
248,25959318500.0,1,2058.0,2058,97.65,50,1,2017,0.0,30.0,1.2700000000000002,2.696000000000001,8.740000000000002,False
249,25959903300.0,2,8.0,16,0.36,5,0,2017,0.0,4.0,0.36,1.5,1.25,False
250,26039044600.0,14,8.9,125,0.81,12,1,2017,0.0,5.0,0.8459999999999999,1.0459999999999998,5.0200000000000005,False
251,26321518500.0,24,11.5,275,1.24,15,2,2017,0.0,5.0,1.202,1.8860000000000003,6.4,False
252,26323402300.0,1,10.0,10,0.63,10,0,2017,0.0,1.0,0.63,0.91,3.3,False
253,26427979600.0,5,17.0,85,0.99,12,0,2017,0.0,3.0,1.04,1.53,11.133333333333335,False
254,26434233800.0,6,19.2,115,1.06,7,0,2017,0.0,6.0,1.2016666666666664,3.233333333333334,5.400000000000001,False
255,26530507100.0,26,22.5,586,1.49,21,4,2017,0.0,8.0,2.01125,1.0925,8.1375,False
256,26533194600.0,23,10.4,239,1.19,10,3,2017,0.0,9.0,1.3044444444444445,1.2955555555555553,3.233333333333334,False
257,26535285100.0,1,3.0,3,0.22,3,0,2017,0.0,1.0,0.22,0.43,1.1,False
